MovementID	Date	ProductID	MovementType	Quantity	Location	Reference	Notes
MOV01064	2024-02-13	P064	Adjustment	51	Warehouse A	REF3340	Supplier issue
MOV01065	2023-04-08	P051	Transfer	99	Warehouse B	REF8588	
MOV01066	2024-10-10	P072	Transfer	20	Store 2	REF9398	Supplier issue
MOV01067	2023-04-02	P070	Purchase	0	Online Fulfillment	REF4760	Customer return
MOV01068	2024-05-25	P086	Adjustment	-39	Store 1	REF2453	Regular operation
MOV01069	2024-10-25	P098	Damaged	15	Store 2	REF4810	Regular operation
MOV01070	2024-10-04	P072	Purchase	-3	Online Fulfillment	REF3696	Regular operation
MOV01071	2023-08-09	P015	Damaged	-30	Store 1	REF9375	Quality check
MOV01072	2023-11-15	P081	Purchase	27	Warehouse B	REF1342	Customer return
MOV01073	2023-10-30	P040	Adjustment	95	Store 2	REF9724	
MOV01074	2023-10-31	P019	Return	94	Store 2	REF4621	Customer return
MOV01075	2024-08-16	P097	Purchase	-45	Warehouse A	REF8398	Supplier issue
MOV01076	2024-06-22	P093	Damaged	7	Warehouse B	REF5534	Customer return
MOV01077	2023-01-08	P008	Return	-24	Online Fulfillment	REF6964	Regular operation
MOV01078	2024-11-13	P012	Sale	-39	Warehouse B	REF1431	Supplier issue
MOV01079	2024-02-03	P050	Purchase	72	Warehouse A	REF7342	Regular operation
MOV01080	2024-02-02	P088	Damaged	52	Online Fulfillment	REF5384	Supplier issue
MOV01081	2023-11-15	P089	Transfer	-16	Warehouse A	REF9555	Supplier issue
MOV01082	2023-05-10	P068	Return	83	Warehouse A	REF9386	Regular operation
MOV01083	2024-07-01	P050	Transfer	50	Online Fulfillment	REF3288	Quality check
MOV01084	2023-10-15	P033	Return	-36	Store 1	REF7060	Supplier issue
MOV01085	2023-05-26	P040	Adjustment	68	Warehouse B	REF2358	Quality check
MOV01086	2024-08-07	P053	Sale	53	Warehouse B	REF1419	
MOV01087	2023-03-18	P053	Purchase	19	Online Fulfillment	REF5825	Regular operation
MOV01088	2024-05-03	P095	Damaged	-10	Warehouse B	REF2118	
MOV01089	2023-01-30	P009	Adjustment	-36	Store 2	REF7938	
MOV01090	2024-01-20	P032	Adjustment	-16	Warehouse A	REF9938	Customer return
MOV01091	2024-07-22	P074	Sale	38	Online Fulfillment	REF5099	Regular operation
MOV01092	2023-11-09	P062	Purchase	43	Store 2	REF2447	Quality check
MOV01093	2024-03-02	P041	Adjustment	38	Store 2	REF5559	Regular operation
MOV01094	2024-11-27	P055	Return	51	Store 2	REF7874	Supplier issue
MOV01095	2023-04-08	P043	Adjustment	-22	Warehouse A	REF2947	Quality check
MOV01096	2023-02-09	P064	Purchase	-24	Online Fulfillment	REF1289	Customer return
MOV01097	2024-10-03	P068	Transfer	-1	Store 1	REF7926	Supplier issue
MOV01098	2024-10-08	P076	Sale	54	Warehouse B	REF6923	Customer return
MOV01099	2023-05-21	P045	Adjustment	57	Warehouse A	REF6725	Regular operation
MOV01100	2024-12-29	P092	Sale	-2	Store 1	REF9409	Customer return
MOV01101	2024-07-02	P007	Transfer	56	Warehouse A	REF9257	Supplier issue
MOV01102	2024-11-19	P098	Damaged	82	Warehouse B	REF1164	Customer return
MOV01103	2023-07-29	P036	Sale	-9	Online Fulfillment	REF9126	
MOV01104	2024-01-18	P028	Sale	-19	Warehouse A	REF2057	Quality check
MOV01105	2023-08-13	P075	Transfer	94	Warehouse B	REF1157	
MOV01106	2023-01-15	P036	Purchase	-38	Warehouse B	REF9027	Supplier issue
MOV01107	2023-12-19	P071	Return	95	Warehouse A	REF2737	Customer return
MOV01108	2023-02-13	P044	Adjustment	35	Warehouse A	REF3425	Customer return
MOV01109	2024-04-05	P071	Adjustment	-41	Online Fulfillment	REF1760	
MOV01110	2023-11-29	P079	Purchase	-14	Store 2	REF1113	Customer return
MOV01111	2024-02-05	P025	Adjustment	-33	Online Fulfillment	REF2825	
MOV01112	2023-07-17	P099	Transfer	57	Store 1	REF9693	
MOV01113	2023-07-12	P049	Sale	54	Online Fulfillment	REF7793	Regular operation
MOV01114	2024-02-27	P090	Sale	49	Store 2	REF8782	Regular operation
MOV01115	2024-04-11	P091	Adjustment	31	Warehouse B	REF7734	
MOV01116	2024-12-24	P039	Damaged	-4	Store 2	REF2626	Customer return
MOV01117	2023-10-06	P091	Transfer	68	Online Fulfillment	REF9916	Regular operation
MOV01118	2024-11-18	P082	Return	-26	Warehouse B	REF5224	Customer return
MOV01119	2023-06-17	P057	Adjustment	-41	Store 1	REF1625	
MOV01120	2024-04-28	P044	Return	-40	Store 1	REF8044	Quality check
MOV01121	2023-09-29	P038	Transfer	-30	Online Fulfillment	REF9792	
MOV01122	2024-11-06	P050	Adjustment	82	Online Fulfillment	REF7029	Regular operation
MOV01123	2023-04-14	P029	Transfer	-22	Online Fulfillment	REF4291	
MOV01124	2024-04-17	P008	Adjustment	21	Warehouse A	REF5895	Quality check
MOV01125	2023-01-23	P013	Sale	20	Online Fulfillment	REF9813	Customer return
MOV01126	2023-08-05	P071	Damaged	-6	Online Fulfillment	REF2231	Customer return
MOV01127	2023-01-18	P038	Adjustment	-5	Store 1	REF8778	
MOV01128	2024-03-23	P088	Damaged	0	Store 1	REF8209	Quality check
MOV01129	2023-08-09	P053	Damaged	-9	Store 2	REF4723	Quality check
MOV01130	2023-02-18	P065	Damaged	96	Warehouse A	REF4963	Customer return
MOV01131	2023-11-23	P100	Return	29	Store 2	REF9192	Customer return
MOV01132	2023-09-12	P098	Sale	-34	Warehouse A	REF6273	Customer return
MOV01133	2024-09-07	P050	Transfer	57	Warehouse A	REF8981	Supplier issue
MOV01134	2024-11-12	P025	Purchase	70	Online Fulfillment	REF1048	
MOV01135	2024-09-27	P010	Damaged	96	Online Fulfillment	REF9207	Customer return
MOV01136	2024-02-11	P058	Adjustment	-33	Store 2	REF1314	
MOV01137	2024-08-11	P048	Purchase	-27	Warehouse A	REF4528	Customer return
MOV01138	2024-02-18	P094	Sale	31	Store 2	REF7518	Quality check
MOV01139	2023-03-12	P008	Damaged	-42	Warehouse B	REF9629	Regular operation
MOV01140	2023-12-21	P059	Transfer	37	Store 1	REF1381	Regular operation
MOV01141	2023-02-26	P098	Return	26	Store 1	REF2207	Customer return
MOV01142	2024-03-12	P099	Adjustment	10	Warehouse A	REF7133	Supplier issue
MOV01143	2023-06-10	P064	Return	61	Warehouse B	REF4070	Regular operation
MOV01144	2023-06-17	P015	Adjustment	31	Online Fulfillment	REF3930	
MOV01145	2023-08-06	P073	Damaged	-45	Store 1	REF4176	Supplier issue
MOV01146	2023-01-30	P016	Damaged	8	Store 2	REF7429	Regular operation
MOV01147	2024-11-12	P059	Sale	-49	Warehouse B	REF3501	Customer return
MOV01148	2024-06-15	P078	Sale	-14	Warehouse B	REF8626	Supplier issue
MOV01149	2024-01-10	P054	Adjustment	71	Online Fulfillment	REF5439	Supplier issue
MOV01150	2024-02-02	P070	Return	2	Warehouse B	REF5543	Regular operation
MOV01151	2023-10-28	P065	Return	-11	Store 2	REF9327	
MOV01152	2023-02-06	P063	Adjustment	41	Store 2	REF5682	Supplier issue
MOV01153	2023-12-19	P068	Return	62	Online Fulfillment	REF7090	Supplier issue
MOV01154	2023-11-03	P047	Purchase	98	Warehouse B	REF5538	Quality check
MOV01155	2024-04-04	P073	Sale	17	Store 2	REF9817	Quality check
MOV01156	2024-10-30	P079	Damaged	93	Store 1	REF2494	Supplier issue
MOV01157	2023-12-21	P019	Sale	83	Store 2	REF4404	Customer return
MOV01158	2023-04-21	P012	Transfer	69	Store 2	REF9688	Supplier issue
MOV01159	2023-09-04	P034	Damaged	-33	Store 1	REF5663	
MOV01160	2024-05-04	P086	Adjustment	62	Store 1	REF8289	Supplier issue
MOV01161	2023-07-21	P075	Adjustment	-31	Warehouse A	REF4166	Regular operation
MOV01162	2024-06-20	P069	Adjustment	-5	Store 2	REF8970	
MOV01163	2024-03-04	P008	Adjustment	88	Online Fulfillment	REF9551	Supplier issue
MOV01164	2024-03-24	P086	Damaged	22	Warehouse B	REF1150	Customer return
MOV01165	2024-12-03	P090	Purchase	33	Store 2	REF9765	Customer return
MOV01166	2024-02-18	P023	Sale	-33	Store 2	REF4428	Customer return
MOV01167	2024-02-21	P043	Purchase	86	Store 2	REF6209	Regular operation
MOV01168	2023-12-21	P030	Purchase	-17	Warehouse A	REF5801	Regular operation
MOV01169	2024-11-23	P030	Damaged	83	Warehouse B	REF9221	Supplier issue
MOV01170	2024-09-30	P007	Transfer	60	Online Fulfillment	REF7999	Customer return
MOV01171	2023-04-21	P082	Return	61	Store 2	REF1869	Regular operation
MOV01172	2024-05-21	P002	Damaged	39	Online Fulfillment	REF4881	
MOV01173	2024-02-29	P060	Purchase	-23	Store 1	REF7055	Quality check
MOV01174	2023-07-08	P050	Return	-31	Warehouse B	REF5308	Supplier issue
MOV01175	2024-01-19	P043	Sale	42	Store 2	REF8411	Quality check
MOV01176	2023-11-21	P015	Adjustment	89	Warehouse B	REF3286	Regular operation
MOV01177	2023-07-04	P021	Adjustment	-19	Warehouse A	REF4511	Regular operation
MOV01178	2024-05-27	P007	Purchase	-14	Warehouse A	REF5555	
MOV01179	2024-06-15	P007	Purchase	86	Store 1	REF8255	Customer return
MOV01180	2023-12-07	P047	Adjustment	74	Warehouse B	REF5753	Quality check
MOV01181	2023-06-03	P072	Sale	8	Online Fulfillment	REF2118	Quality check
MOV01182	2023-05-11	P085	Damaged	-34	Online Fulfillment	REF4949	Supplier issue
MOV01183	2024-02-04	P075	Damaged	17	Online Fulfillment	REF9479	Quality check
MOV01184	2024-01-02	P076	Transfer	-48	Online Fulfillment	REF5448	Supplier issue
MOV01185	2024-09-06	P067	Adjustment	2	Warehouse B	REF8424	Customer return
MOV01186	2024-06-06	P035	Return	59	Warehouse B	REF8769	Regular operation
MOV01187	2024-10-25	P025	Adjustment	-37	Warehouse B	REF5250	Customer return
MOV01188	2024-02-06	P079	Transfer	20	Store 1	REF9876	
MOV01189	2023-01-30	P078	Purchase	47	Store 2	REF1460	
MOV01190	2023-11-01	P060	Transfer	0	Warehouse A	REF7826	Quality check
MOV01191	2024-03-11	P038	Adjustment	34	Online Fulfillment	REF9714	
MOV01192	2024-08-27	P071	Adjustment	-5	Store 1	REF5389	Customer return
MOV01193	2024-02-03	P032	Purchase	-14	Online Fulfillment	REF5589	Quality check
MOV01194	2024-12-04	P006	Transfer	-6	Store 2	REF6008	
MOV01195	2023-09-09	P088	Transfer	-39	Online Fulfillment	REF9448	Regular operation
MOV01196	2024-12-02	P011	Sale	-15	Warehouse A	REF3976	Regular operation
MOV01197	2023-12-16	P084	Purchase	-15	Online Fulfillment	REF6799	Regular operation
MOV01198	2023-08-04	P050	Transfer	21	Warehouse A	REF6319	Customer return
MOV01199	2023-04-21	P092	Adjustment	34	Warehouse B	REF4767	Supplier issue
MOV01200	2023-01-09	P001	Transfer	65	Store 2	REF8800	Customer return
MOV01201	2023-03-21	P079	Purchase	-39	Warehouse B	REF3882	Quality check
MOV01202	2024-03-17	P004	Adjustment	11	Store 1	REF8606	
MOV01203	2023-10-21	P031	Sale	59	Store 2	REF5203	
MOV01204	2023-11-14	P055	Return	6	Warehouse A	REF2013	Quality check
MOV01205	2023-05-24	P028	Sale	89	Store 1	REF5219	Quality check
MOV01206	2024-04-02	P092	Adjustment	73	Warehouse B	REF1903	Customer return
MOV01207	2024-07-15	P044	Transfer	-6	Warehouse A	REF7927	Customer return
MOV01208	2023-12-16	P078	Transfer	57	Online Fulfillment	REF3433	Quality check
MOV01209	2023-10-05	P027	Purchase	-16	Warehouse A	REF3445	Customer return
MOV01210	2024-01-10	P065	Transfer	83	Warehouse B	REF3759	Quality check
MOV01211	2023-01-22	P062	Transfer	-20	Store 1	REF2819	Quality check
MOV01212	2023-12-04	P060	Purchase	55	Store 2	REF1958	Supplier issue
MOV01213	2024-05-25	P080	Damaged	-3	Store 1	REF5155	Customer return
MOV01214	2023-11-04	P095	Adjustment	33	Online Fulfillment	REF8177	Regular operation
MOV01215	2023-04-16	P030	Purchase	45	Store 2	REF9624	Supplier issue
MOV01216	2023-08-04	P015	Damaged	-40	Warehouse B	REF5890	Quality check
MOV01217	2024-02-01	P038	Return	59	Warehouse B	REF5583	Supplier issue
MOV01218	2024-06-25	P037	Return	81	Warehouse B	REF2630	Regular operation
MOV01219	2024-08-09	P002	Sale	38	Online Fulfillment	REF6651	
MOV01220	2024-12-30	P061	Sale	46	Warehouse B	REF4071	Supplier issue
MOV01221	2023-12-25	P005	Sale	75	Warehouse A	REF3533	Supplier issue
MOV01222	2023-11-10	P024	Purchase	-49	Warehouse B	REF4855	
MOV01223	2024-03-25	P021	Transfer	90	Warehouse A	REF9005	Quality check
MOV01224	2024-03-21	P054	Damaged	28	Online Fulfillment	REF9087	Regular operation
MOV01225	2024-01-23	P084	Transfer	30	Online Fulfillment	REF1043	Regular operation
MOV01226	2024-07-30	P052	Damaged	18	Warehouse B	REF4926	Customer return
MOV01227	2024-02-28	P019	Sale	98	Store 1	REF1436	Quality check
MOV01228	2023-03-16	P010	Purchase	80	Store 2	REF1087	Regular operation
MOV01229	2023-01-05	P006	Transfer	-15	Warehouse B	REF3094	Regular operation
MOV01230	2024-01-03	P031	Sale	-8	Warehouse A	REF9876	
MOV01231	2023-08-29	P074	Damaged	41	Store 2	REF1807	
MOV01232	2024-08-07	P068	Purchase	24	Store 2	REF7274	Regular operation
MOV01233	2024-04-02	P015	Purchase	-27	Store 1	REF8703	
MOV01234	2023-07-05	P034	Adjustment	40	Online Fulfillment	REF2632	Regular operation
MOV01235	2024-05-13	P025	Transfer	-39	Store 2	REF7860	Customer return
MOV01236	2023-03-01	P095	Adjustment	81	Online Fulfillment	REF9235	Customer return
MOV01237	2024-04-18	P092	Adjustment	-41	Warehouse B	REF8616	Quality check
MOV01238	2023-05-05	P055	Purchase	11	Store 1	REF1871	Quality check
MOV01239	2024-12-06	P040	Return	-47	Store 2	REF4264	Quality check
MOV01240	2024-04-19	P008	Damaged	39	Warehouse B	REF5511	Regular operation
MOV01241	2024-11-07	P055	Transfer	15	Store 1	REF8065	Customer return
MOV01242	2024-01-26	P069	Adjustment	46	Store 2	REF7497	Customer return
MOV01243	2024-02-26	P079	Purchase	21	Warehouse B	REF9274	Customer return
MOV01244	2023-01-09	P003	Purchase	-47	Warehouse A	REF4468	Supplier issue
MOV01245	2023-09-27	P025	Adjustment	80	Store 1	REF9013	Regular operation
MOV01246	2023-01-18	P098	Adjustment	11	Online Fulfillment	REF3921	Quality check
MOV01247	2023-07-04	P019	Return	88	Warehouse B	REF4656	Supplier issue
MOV01248	2024-03-13	P100	Sale	-14	Warehouse B	REF4855	Customer return
MOV01249	2023-12-04	P006	Purchase	37	Store 1	REF2943	Supplier issue
MOV01250	2024-05-20	P052	Return	68	Online Fulfillment	REF7906	Supplier issue
MOV01251	2023-03-22	P006	Damaged	-38	Warehouse A	REF1311	Customer return
MOV01252	2024-09-04	P012	Purchase	85	Store 2	REF3665	Customer return
MOV01253	2024-05-26	P078	Sale	5	Warehouse B	REF5937	
MOV01254	2024-11-11	P074	Purchase	23	Warehouse A	REF3103	Supplier issue
MOV01255	2024-08-25	P083	Damaged	49	Warehouse B	REF2412	Customer return
MOV01256	2024-12-17	P045	Damaged	39	Online Fulfillment	REF1783	Regular operation
MOV01257	2024-05-30	P062	Return	77	Store 1	REF8551	Customer return
MOV01258	2023-04-11	P089	Sale	-22	Online Fulfillment	REF4659	
MOV01259	2023-05-20	P025	Adjustment	-37	Online Fulfillment	REF5601	Customer return
MOV01260	2023-09-20	P050	Transfer	31	Warehouse A	REF2726	Quality check
MOV01261	2024-10-08	P070	Purchase	12	Online Fulfillment	REF7010	Customer return
MOV01262	2023-04-22	P071	Return	-5	Online Fulfillment	REF4699	Quality check
MOV01263	2024-02-17	P095	Return	32	Store 2	REF1752	Regular operation
MOV01264	2024-04-26	P058	Sale	8	Store 2	REF1622	Regular operation
MOV01265	2023-02-18	P055	Return	-1	Store 2	REF1724	Customer return
MOV01266	2023-10-29	P093	Transfer	74	Warehouse A	REF4012	Supplier issue
MOV01267	2024-08-14	P030	Purchase	-41	Online Fulfillment	REF3552	Supplier issue
MOV01268	2023-06-18	P083	Damaged	73	Store 2	REF6137	Supplier issue
MOV01269	2024-09-04	P078	Damaged	-50	Store 2	REF1361	Customer return
MOV01270	2023-04-29	P065	Adjustment	49	Warehouse A	REF6888	Supplier issue
MOV01271	2024-02-17	P013	Purchase	92	Warehouse B	REF3124	Regular operation
MOV01272	2024-12-24	P003	Adjustment	30	Online Fulfillment	REF8057	Customer return
MOV01273	2023-08-13	P047	Transfer	10	Warehouse A	REF9078	Customer return
MOV01274	2023-08-17	P026	Damaged	46	Warehouse B	REF2849	Customer return
MOV01275	2024-08-15	P018	Transfer	54	Online Fulfillment	REF2547	
MOV01276	2024-12-03	P052	Purchase	71	Store 1	REF7466	
MOV01277	2024-03-18	P028	Return	31	Store 1	REF7259	Customer return
MOV01278	2024-11-14	P088	Sale	-6	Warehouse A	REF7816	
MOV01279	2024-08-10	P086	Sale	36	Store 1	REF9662	Quality check
MOV01280	2023-02-25	P002	Sale	39	Online Fulfillment	REF1967	
MOV01281	2024-04-16	P048	Adjustment	12	Store 1	REF5748	
MOV01282	2023-04-10	P093	Purchase	79	Online Fulfillment	REF6701	Quality check
MOV01283	2023-10-25	P072	Transfer	11	Warehouse A	REF4054	Supplier issue
MOV01284	2023-06-17	P058	Adjustment	79	Warehouse B	REF5727	Regular operation
MOV01285	2024-05-23	P075	Damaged	-2	Warehouse B	REF9223	Regular operation
MOV01286	2024-07-24	P012	Adjustment	71	Warehouse A	REF9045	Supplier issue
MOV01287	2024-11-12	P013	Purchase	-49	Warehouse B	REF5661	Regular operation
MOV01288	2023-06-28	P007	Adjustment	6	Store 2	REF2082	Supplier issue
MOV01289	2023-11-15	P041	Adjustment	16	Warehouse A	REF8761	
MOV01290	2023-03-09	P065	Return	85	Warehouse A	REF1294	Regular operation
MOV01291	2023-01-29	P097	Purchase	-27	Warehouse B	REF4912	Regular operation
MOV01292	2024-12-04	P082	Sale	-20	Store 1	REF9971	
MOV01293	2023-01-19	P033	Purchase	-30	Warehouse A	REF5050	
MOV01294	2023-06-15	P014	Return	92	Warehouse A	REF3457	Supplier issue
MOV01295	2024-05-18	P019	Return	23	Warehouse B	REF8344	Supplier issue
MOV01296	2023-10-23	P042	Adjustment	-31	Online Fulfillment	REF6083	Supplier issue
MOV01297	2024-07-28	P074	Purchase	45	Online Fulfillment	REF4212	Quality check
MOV01298	2024-02-11	P043	Transfer	63	Store 1	REF8985	Regular operation
MOV01299	2024-10-06	P076	Purchase	24	Online Fulfillment	REF8559	Regular operation
MOV01300	2024-09-09	P024	Damaged	-47	Online Fulfillment	REF4673	Quality check
MOV01301	2024-06-18	P017	Damaged	46	Store 1	REF7915	Regular operation
MOV01302	2024-08-03	P061	Transfer	98	Store 2	REF9903	Regular operation
MOV01303	2023-05-19	P049	Adjustment	55	Online Fulfillment	REF2936	Supplier issue
MOV01304	2024-08-10	P073	Sale	67	Store 2	REF1439	
MOV01305	2024-10-11	P055	Damaged	46	Store 1	REF8470	Customer return
MOV01306	2024-07-05	P094	Adjustment	45	Online Fulfillment	REF8371	Supplier issue
MOV01307	2024-11-10	P041	Transfer	68	Store 2	REF8105	Supplier issue
MOV01308	2023-08-08	P089	Damaged	79	Warehouse A	REF1642	Supplier issue
MOV01309	2023-11-22	P005	Damaged	55	Online Fulfillment	REF3180	Quality check
MOV01310	2024-11-02	P094	Sale	71	Warehouse B	REF4669	
MOV01311	2023-09-02	P036	Adjustment	22	Warehouse A	REF3878	Supplier issue
MOV01312	2024-05-25	P072	Transfer	53	Store 1	REF8353	Regular operation
MOV01313	2024-04-02	P032	Damaged	89	Store 1	REF5284	Supplier issue
MOV01314	2023-01-04	P096	Damaged	42	Warehouse B	REF2332	Supplier issue
MOV01315	2023-08-04	P018	Purchase	13	Warehouse B	REF1049	Customer return
MOV01316	2024-06-10	P057	Damaged	93	Online Fulfillment	REF3743	
MOV01317	2024-06-21	P002	Sale	-10	Online Fulfillment	REF6677	Customer return
MOV01318	2024-05-26	P051	Transfer	5	Warehouse A	REF9389	
MOV01319	2024-07-04	P028	Adjustment	-42	Store 2	REF2121	
MOV01320	2023-01-11	P054	Sale	-2	Warehouse A	REF6665	Customer return
MOV01321	2023-08-19	P099	Return	25	Online Fulfillment	REF2290	
MOV01322	2024-05-18	P040	Adjustment	-50	Online Fulfillment	REF5673	
MOV01323	2024-02-11	P063	Purchase	-22	Store 2	REF3594	Customer return
MOV01324	2024-09-16	P068	Damaged	30	Online Fulfillment	REF7178	Quality check
MOV01325	2023-09-20	P026	Adjustment	45	Warehouse A	REF5106	Regular operation
MOV01326	2024-03-03	P019	Damaged	50	Store 2	REF3924	Customer return
MOV01327	2023-01-12	P065	Transfer	47	Warehouse B	REF9068	Regular operation
MOV01328	2023-03-27	P092	Sale	-14	Warehouse A	REF7097	Supplier issue
MOV01329	2024-03-10	P058	Purchase	-34	Online Fulfillment	REF2255	
MOV01330	2024-04-21	P016	Adjustment	-22	Warehouse A	REF5387	Customer return
MOV01331	2024-09-16	P074	Transfer	-10	Warehouse A	REF8804	Regular operation
MOV01332	2024-06-12	P078	Transfer	-45	Warehouse B	REF3825	Regular operation
MOV01333	2023-09-06	P014	Transfer	99	Store 2	REF1530	Customer return
MOV01334	2023-02-05	P025	Return	48	Warehouse A	REF2472	Supplier issue
MOV01335	2023-09-01	P038	Purchase	73	Store 1	REF2441	Customer return
MOV01336	2024-02-22	P045	Return	26	Store 1	REF2407	Quality check
MOV01337	2023-09-11	P027	Return	43	Online Fulfillment	REF2228	Supplier issue
MOV01338	2023-11-05	P096	Transfer	-28	Store 1	REF7728	Supplier issue
MOV01339	2023-07-18	P004	Damaged	0	Store 2	REF4273	Quality check
MOV01340	2024-06-08	P053	Damaged	28	Online Fulfillment	REF7547	Customer return
MOV01341	2023-01-20	P007	Adjustment	25	Store 1	REF4420	Customer return
MOV01342	2023-07-03	P041	Damaged	-50	Warehouse A	REF2435	Supplier issue
MOV01343	2024-01-10	P030	Adjustment	16	Store 2	REF1322	Supplier issue
MOV01344	2024-10-28	P056	Transfer	59	Store 2	REF8953	
MOV01345	2024-10-02	P013	Sale	17	Warehouse A	REF6061	Customer return
MOV01346	2023-06-03	P036	Return	90	Store 2	REF5500	
MOV01347	2023-03-08	P088	Return	5	Store 1	REF1401	
MOV01348	2023-01-18	P086	Return	0	Store 1	REF2243	
MOV01349	2023-10-11	P006	Adjustment	3	Online Fulfillment	REF3513	
MOV01350	2024-12-29	P033	Damaged	53	Store 1	REF2610	Quality check
MOV01351	2023-05-29	P059	Purchase	-38	Warehouse A	REF5902	
MOV01352	2024-11-02	P075	Purchase	-6	Store 2	REF5591	Quality check
MOV01353	2024-06-12	P034	Adjustment	-44	Online Fulfillment	REF2605	
MOV01354	2023-06-12	P083	Purchase	42	Warehouse A	REF2557	Supplier issue
MOV01355	2023-08-05	P031	Transfer	-12	Warehouse B	REF7406	Quality check
MOV01356	2023-11-22	P075	Sale	-16	Online Fulfillment	REF8020	Customer return
MOV01357	2024-05-16	P096	Purchase	-22	Online Fulfillment	REF3766	Customer return
MOV01358	2024-08-10	P096	Purchase	-15	Online Fulfillment	REF4471	Regular operation
MOV01359	2023-01-28	P055	Sale	11	Online Fulfillment	REF2846	
MOV01360	2023-08-05	P084	Transfer	-7	Store 1	REF6964	Regular operation
MOV01361	2024-02-29	P064	Transfer	-28	Store 2	REF8375	Supplier issue
MOV01362	2023-05-06	P088	Damaged	96	Store 2	REF1128	Supplier issue
MOV01363	2024-09-27	P011	Purchase	70	Warehouse B	REF3446	Quality check
MOV01364	2023-08-22	P091	Return	94	Warehouse A	REF5078	Quality check
MOV01365	2024-01-06	P027	Purchase	45	Warehouse B	REF6770	Supplier issue
MOV01366	2023-06-21	P092	Transfer	67	Warehouse B	REF6097	Customer return
MOV01367	2024-12-15	P082	Purchase	19	Warehouse A	REF5156	Regular operation
MOV01368	2023-09-30	P058	Damaged	77	Warehouse A	REF8030	
MOV01369	2023-06-19	P069	Damaged	87	Warehouse B	REF2270	
MOV01370	2024-10-28	P017	Return	23	Store 2	REF9968	Quality check
MOV01371	2023-04-10	P052	Sale	46	Warehouse B	REF8998	Regular operation
MOV01372	2023-08-06	P067	Adjustment	22	Store 2	REF4779	Quality check
MOV01373	2023-06-16	P028	Sale	-15	Store 1	REF3600	Supplier issue
MOV01374	2023-07-24	P058	Transfer	4	Store 2	REF9395	Regular operation
MOV01375	2023-06-12	P044	Return	-24	Store 1	REF6609	Quality check
MOV01376	2024-06-17	P100	Adjustment	88	Store 1	REF8812	Customer return
MOV01377	2024-09-17	P001	Return	16	Store 2	REF5637	Regular operation
MOV01378	2024-03-29	P055	Return	4	Store 1	REF5404	Regular operation
MOV01379	2023-01-04	P045	Adjustment	100	Store 1	REF1550	Supplier issue
MOV01380	2024-12-08	P042	Sale	39	Warehouse B	REF3893	
MOV01381	2023-09-10	P081	Sale	18	Store 1	REF5401	
MOV01382	2023-08-26	P036	Damaged	45	Warehouse A	REF7046	Customer return
MOV01383	2023-01-06	P097	Transfer	65	Store 2	REF6212	Customer return
MOV01384	2024-05-20	P018	Damaged	89	Warehouse A	REF6279	Supplier issue
MOV01385	2023-01-29	P055	Adjustment	-5	Store 1	REF1008	Regular operation
MOV01386	2024-12-23	P055	Sale	-3	Warehouse A	REF5927	Quality check
MOV01387	2024-11-06	P058	Adjustment	-19	Store 1	REF5673	
MOV01388	2024-05-02	P022	Return	82	Store 1	REF3118	Supplier issue
MOV01389	2023-04-30	P045	Sale	82	Warehouse B	REF1095	Customer return
MOV01390	2024-03-11	P071	Sale	-37	Online Fulfillment	REF1771	
MOV01391	2023-06-29	P003	Damaged	71	Online Fulfillment	REF1070	
MOV01392	2024-05-28	P066	Sale	-7	Warehouse A	REF3119	Customer return
MOV01393	2023-07-01	P081	Purchase	-49	Online Fulfillment	REF5485	Quality check
MOV01394	2023-07-20	P082	Return	16	Store 2	REF2343	Quality check
MOV01395	2023-02-20	P094	Sale	75	Online Fulfillment	REF3141	
MOV01396	2024-08-17	P002	Sale	30	Warehouse A	REF1372	Regular operation
MOV01397	2024-11-19	P022	Sale	72	Online Fulfillment	REF3231	Customer return
MOV01398	2024-04-19	P074	Transfer	81	Online Fulfillment	REF5057	Customer return
MOV01399	2024-09-19	P089	Damaged	14	Warehouse B	REF3766	Supplier issue
MOV01400	2023-02-04	P030	Sale	-7	Store 1	REF1805	
MOV01401	2023-01-05	P084	Adjustment	71	Warehouse A	REF1205	Quality check
MOV01402	2024-05-07	P099	Transfer	-24	Store 2	REF2733	Customer return
MOV01403	2023-02-20	P049	Transfer	33	Warehouse B	REF5811	Supplier issue
MOV01404	2023-01-14	P065	Transfer	93	Online Fulfillment	REF7048	
MOV01405	2023-06-15	P087	Purchase	88	Store 1	REF2918	Customer return
MOV01406	2023-03-28	P100	Sale	-15	Online Fulfillment	REF7826	Supplier issue
MOV01407	2023-02-16	P003	Transfer	99	Online Fulfillment	REF8482	Customer return
MOV01408	2024-08-14	P036	Purchase	-24	Store 2	REF2801	Customer return
MOV01409	2024-08-19	P008	Sale	53	Store 1	REF9205	Supplier issue
MOV01410	2023-09-12	P061	Sale	38	Online Fulfillment	REF1350	Regular operation
MOV01411	2023-05-30	P041	Transfer	97	Store 2	REF9292	Customer return
MOV01412	2024-06-17	P089	Sale	18	Warehouse B	REF3216	
MOV01413	2024-12-02	P089	Adjustment	88	Store 2	REF9032	Regular operation
MOV01414	2023-12-10	P040	Damaged	-3	Online Fulfillment	REF6566	
MOV01415	2024-09-01	P098	Return	74	Warehouse A	REF5948	Supplier issue
